Sample	Chrom	Pos
PD53373b_lo0219	17	38403290
PD53373b_lo0219	19	14565382
PD53373b_lo0219	X	154273449
PD53373b_lo0220	1	10175954
PD53373b_lo0223	7	50794176
PD53373b_lo0223	11	68381474
PD53373b_lo0223	X	153098716
PD53373b_lo0224	10	89571286
PD53373b_lo0227	15	41972245
PD53373b_lo0228	1	8613792
PD53373b_lo0228	2	233289291
PD53373b_lo0228	7	27937564
PD53373b_lo0228	16	89405699
PD53373b_lo0231	17	76281923
PD53373b_lo0231	22	45717588
PD53373b_lo0234	2	38790743
PD53373b_lo0234	4	54685844
PD53373b_lo0234	11	63452157
PD53373b_lo0234	11	71923603
PD53373b_lo0234	15	86138242
PD53373b_lo0234	17	61196817
PD53373b_lo0237	2	172649724
PD53373b_lo0238	1	6879576
PD53373b_lo0239	17	79597767
PD53373b_lo0239	18	39587645
PD53373b_lo0240	1	198836274
PD53373b_lo0240	3	196835346
PD53373b_lo0240	5	154343701
PD53373b_lo0241	1	23438921
PD53373b_lo0241	12	124147242
PD53373b_lo0241	20	2951610
PD53373b_lo0241	21	29266801
PD53373b_lo0245	2	68796230
PD53373b_lo0245	10	105716755
PD53373b_lo0245	17	29625082
PD53373b_lo0245	22	38886068
PD53373b_lo0246	1	6879613
PD53373b_lo0246	12	116701467
PD53373b_lo0246	19	13070840
PD53373b_lo0249	10	247789
PD53373b_lo0249	19	5637133
PD53373b_lo0249	20	3890609
PD53373b_lo0252	1	25800009
PD53373b_lo0252	7	26799877
PD53373b_lo0253	16	67128648
PD53373b_lo0255	1	93611911
PD53373b_lo0256	1	8836716
PD53373b_lo0256	15	63835976
PD53373b_lo0258	1	53232302
PD53373b_lo0258	6	45331145
PD53373b_lo0259	5	176604456
PD53373b_lo0261	1	223049615
PD53373b_lo0261	5	115231518
PD53373b_lo0265	6	112135596
PD53373b_lo0268	1	27978692
PD53373b_lo0268	1	43518071
PD53373b_lo0268	16	29594711
PD53373b_lo0270	6	38887366
PD53373b_lo0274	1	31431226
PD53373b_lo0277	1	33293890
PD53373b_lo0277	2	74853398
PD53373b_lo0277	9	74279206
PD53373b_lo0277	9	140574251
PD53373b_lo0277	15	43092695
PD53373b_lo0277	17	34158331
PD53373b_lo0277	19	14861147
PD53373b_lo0278	1	150664628
PD53373b_lo0279	9	136146517
PD53373b_lo0280	1	143695134
PD53373b_lo0280	1	147882323
PD53373b_lo0280	11	46061708
PD53373b_lo0281	1	36707742
PD53373b_lo0281	4	54685779
PD53373b_lo0281	7	90368720
PD53373b_lo0281	11	63452130
PD53373b_lo0282	22	43235632
PD53373b_lo0285	1	27460454
PD53373b_lo0286	1	226355655
PD53373b_lo0286	7	40018784
PD53373b_lo0286	7	65472860
PD53373b_lo0286	11	68091543
PD53373b_lo0287	2	202271351
PD53373b_lo0287	19	13096695
PD53373b_lo0481	6	43510574
PD53373b_lo0481	13	59371175
PD53373b_lo0481	15	72666910
PD53373b_lo0482	4	91554738
PD53373b_lo0482	12	123819040
PD53373b_lo0483	3	126342020
PD53373b_lo0483	11	124505913
PD53373b_lo0483	14	74625942
PD53373b_lo0483	17	76833103
PD53373b_lo0485	1	186830494
PD53373b_lo0485	3	18363101
PD53373b_lo0485	12	64858216
PD53373b_lo0485	16	57224050
PD53373b_lo0486	12	1891775
PD53373b_lo0486	16	31915200
PD53373b_lo0486	17	45477018
PD53373b_lo0486	19	29719534
PD53373b_lo0489	8	144567920
PD53373b_lo0489	12	109139346
PD53373b_lo0489	17	41314734
PD53373b_lo0490	4	91554626
PD53373b_lo0490	12	123818694
PD53373b_lo0492	3	168398715
PD53373b_lo0492	14	77392751
PD53373b_lo0496	1	169166376
PD53373b_lo0496	6	33278791
PD53373b_lo0497	12	9702542
PD53373b_lo0497	20	34322717
PD53373b_lo0497	22	42172056
PD53373b_lo0499	22	41383571
PD53373b_lo0500	1	179994870
PD53373b_lo0500	9	132886549
PD53373b_lo0500	10	112893575
PD53373b_lo0500	11	65935286
PD53373b_lo0500	17	76725351
PD53373b_lo0500	20	35567221
PD53373b_lo0500	X	45659591
PD53373b_lo0502	12	6259150
PD53373b_lo0502	15	91525394
PD53373b_lo0503	1	36489705
PD53373b_lo0505	1	155769248
PD53373b_lo0505	17	43620229
PD53373b_lo0505	17	44597376
PD53373b_lo0505	17	62885963
PD53373b_lo0505	19	12911258
PD53373b_lo0508	16	16094062
PD53373b_lo0513	19	42849698
PD53373b_lo0515	1	93989341
PD53373b_lo0515	1	212470725
PD53373b_lo0515	3	17401920
PD53373b_lo0515	4	110418960
PD53373b_lo0515	7	27840238
PD53373b_lo0515	15	62214118
PD53373b_lo0515	17	44154312
PD53373b_lo0515	20	3332532
PD53373b_lo0516	6	30490632
PD53373b_lo0518	1	28395861
PD53373b_lo0518	1	163299726
PD53373b_lo0521	19	1357186
PD53373b_lo0522	6	33075411
PD53373b_lo0524	6	63083435
PD53373b_lo0524	10	98716233
PD53373b_lo0524	11	59730073
PD53373b_lo0525	3	24456804
PD53373b_lo0525	13	96641647
PD53373b_lo0525	15	75375041
PD53373b_lo0525	17	3916773
PD53373b_lo0525	22	41280444
PD53373b_lo0527	6	32319376
PD53373b_lo0527	17	3478249
PD53373b_lo0529	3	47200832
PD53373b_lo0530	6	13504356
PD53373b_lo0530	9	85344663
PD53373b_lo0530	9	127603508
PD53373b_lo0530	13	91911116
PD53373b_lo0530	15	42044544
PD53373b_lo0531	16	1674407
PD53373b_lo0532	22	22658076
PD53373b_lo0533	5	17853155
PD53373b_lo0533	8	86113937
PD53373b_lo0533	16	30132300
PD53373b_lo0533	17	56526339
PD53373b_lo0534	5	64589986
PD53373b_lo0534	12	29666952
PD53373b_lo0534	Y	17791761
PD53373b_lo0535	19	2007804
PD53373b_lo0536	11	103078038
PD53373b_lo0536	20	62343442
PD53373b_lo0537	10	112757223
PD53373b_lo0537	12	66251047
PD53373b_lo0537	22	50787719
PD53373b_lo0539	6	37940702
PD53373b_lo0540	4	22421454
PD53373b_lo0540	4	160254277
PD53373b_lo0540	11	71675394
PD53373b_lo0540	12	10559484
PD53373b_lo0540	13	41550579
PD53373b_lo0540	22	36256119
PD53373b_lo0542	11	65830961
PD53373b_lo0543	7	11081053
PD53373b_lo0544	1	26994375
PD53373b_lo0544	8	104421389
PD53373b_lo0547	17	15733415
PD53373b_lo0547	17	20551143
PD53373b_lo0547	19	18677970
PD53373b_lo0548	8	145259222
PD53373b_lo0548	18	19150537
PD53373b_lo0548	20	3297923
PD53373b_lo0552	1	145226769
PD53373b_lo0553	1	144933982
PD53373b_lo0553	11	65106978
PD53373b_lo0553	X	102849725
PD53373b_lo0555	3	196139395
PD53373b_lo0556	3	128677456
PD53373b_lo0556	8	100591881
PD53373b_lo0556	9	127325619
PD53373b_lo0556	19	1112476
PD53373b_lo0557	6	32512444
PD53373b_lo0557	12	42006483
PD53373b_lo0557	12	49878101
PD53373b_lo0557	17	36372665
PD53373b_lo0557	21	25691205
PD53373b_lo0558	8	141978634
PD53373b_lo0561	9	68310942
PD53373b_lo0564	6	4129979
PD53373b_lo0564	8	87387434
PD53373b_lo0564	14	103146755
PD53373b_lo0564	Y	15384856
PD53373b_lo0566	12	57804093
PD53373b_lo0567	12	22838331
PD53373b_lo0567	16	2394108
PD53373b_lo0569	2	25665031
PD53373b_lo0569	2	172701709
PD53373b_lo0569	19	2561617
PD53373b_lo0570	3	22371948
PD53373b_lo0570	17	42556542
PD53373b_lo0571	6	31757690
PD53373b_lo0571	17	73672092
PD53373b_lo0571	19	17523507
PD53373b_lo0572	6	4129869
PD53373b_lo0572	8	87387054
PD53373b_lo0572	14	103146654
PD53373b_lo0572	Y	15385133
PD53373b_lo0573	1	160868002
PD53373b_lo0573	22	51107611
PD53373b_lo0575	3	49720152
PD53373b_lo0576	1	178429091
PD53373b_lo0576	3	47902036
PD53373b_lo0576	14	93144011
PD53373b_lo0580	1	10423625
PD53373b_lo0580	14	75304690
PD53373b_lo0581	11	64448146
PD53373b_lo0581	11	124549328
PD53373b_lo0581	14	91211957
PD53373b_lo0581	22	21199898
PD53373b_lo0582	15	43126808
PD53373b_lo0582	19	14994237
PD53373b_lo0583	12	7116090
PD53373b_lo0584	6	13595718
PD53373b_lo0584	20	43522124
PD53373b_lo0585	1	36225618
PD53373b_lo0585	2	234231054
PD53373b_lo0585	3	50878521
PD53373b_lo0585	8	103439830
PD53373b_lo0585	12	94150001
PD53373b_lo0585	17	15991113
PD53373b_lo0585	19	6107362
PD53373b_lo0585	19	50424395
PD53373b_lo0587	1	592434
PD53373b_lo0587	12	9833732
PD53373b_lo0587	15	102446019
PD53373b_lo0587	16	29661517
PD53373b_lo0588	11	65438532
PD53373b_lo0589	19	7279222
PD53373b_lo0591	1	19461624
PD53373b_lo0591	1	70695799
PD53373b_lo0591	1	97241338
PD53373b_lo0591	7	37750584
PD53373b_lo0591	9	94035209
PD53373b_lo0591	10	6560375
PD53373b_lo0591	12	22802847
PD53373b_lo0591	16	18897016
PD53373b_lo0591	16	72462755
PD53373b_lo0591	16	87996551
PD53373b_lo0591	19	16506007
PD53373b_lo0592	2	58377962
PD53373b_lo0592	6	32314234
PD53373b_lo0592	11	72758040
PD53373b_lo0592	17	61844112
PD53373b_lo0592	22	26031279
PD53373b_lo0593	1	36225678
PD53373b_lo0593	2	234231004
PD53373b_lo0593	3	50351286
PD53373b_lo0593	3	50878734
PD53373b_lo0593	8	103439715
PD53373b_lo0593	12	94149947
PD53373b_lo0593	17	15991120
PD53373b_lo0593	19	50424348
PD53373b_lo0596	11	65970130
PD53373b_lo0597	11	60067710
PD53373b_lo0597	13	50606708
PD53373b_lo0597	16	89800006
PD53373b_lo0598	1	155448674
PD53373b_lo0598	2	191057544
PD53373b_lo0598	18	22885600
PD53373b_lo0598	X	101861878
PD53373b_lo0598	GL000220.1	128018
PD53373b_lo0599	6	32253251
PD53373b_lo0599	17	57801005
PD53373b_lo0600	15	42468641
PD53373b_lo0601	4	140300359
PD53373b_lo0603	6	32492056
PD53373b_lo0603	8	14157744
PD53373b_lo0603	17	35499789
PD53373b_lo0604	1	148636317
PD53373b_lo0604	20	9151320
PD53373b_lo0605	7	92584145
PD53373b_lo0605	11	72131160
PD53373b_lo0605	19	56966693
PD53373b_lo0606	17	37656163
PD53373b_lo0606	17	67055919
PD53373b_lo0606	19	3598995
PD53373b_lo0606	19	38446339
PD53373b_lo0607	4	2480922
PD53373b_lo0607	11	118471132
PD53373b_lo0607	17	45548420
PD53373b_lo0608	1	108240932
PD53373b_lo0608	1	171915292
PD53373b_lo0609	17	37659692
PD53373b_lo0609	17	44202064
PD53373b_lo0609	19	11720038
PD53373b_lo0610	3	152977810
PD53373b_lo0610	6	155148989
PD53373b_lo0611	6	32448418
PD53373b_lo0611	6	32492151
PD53373b_lo0611	8	14157862
PD53373b_lo0611	17	35499502
PD53373b_lo0612	19	39144253
PD53373b_lo0613	7	94573680
PD53373b_lo0615	6	34595457
PD53373b_lo0615	7	107098399
PD53373b_lo0615	9	139328154
PD53373b_lo0615	19	2010166
PD53373b_lo0616	7	44873281
PD53373b_lo0616	19	41290188
PD53373b_lo0617	6	26834828
PD53373b_lo0617	11	65212201
PD53373b_lo0617	11	65939637
PD53373b_lo0617	X	30897864
PD53373b_lo0618	12	18872644
PD53373b_lo0618	17	44186629
PD53373b_lo0618	17	74319413
PD53373b_lo0618	17	80951898
PD53373b_lo0620	2	11405496
PD53373b_lo0620	6	31539383
PD53373b_lo0620	12	123299922
PD53373b_lo0620	19	6247380
PD53373b_lo0620	19	20364874
PD53373b_lo0621	2	64806033
PD53373b_lo0623	1	56937675
PD53373b_lo0623	9	104865826
PD53373b_lo0623	11	119132392
PD53373b_lo0623	13	50606708
PD53373b_lo0623	16	89800118
PD53373b_lo0623	19	12695613
PD53373b_lo0624	19	2058620
PD53373b_lo0625	3	52297714
PD53373b_lo0626	1	26284544
PD53373b_lo0626	2	145233885
PD53373b_lo0626	6	25099187
PD53373b_lo0628	1	28340684
PD53373b_lo0630	17	37656189
PD53373b_lo0630	17	67055919
PD53373b_lo0630	19	3598887
PD53373b_lo0630	19	38446452
PD53373b_lo0632	22	41290476
PD53373b_lo0633	3	52297724
PD53373b_lo0634	11	108635000
PD53373b_lo0634	17	7845693
PD53373b_lo0634	18	34451978
PD53373b_lo0636	1	28340685
PD53373b_lo0639	1	12322556
PD53373b_lo0639	4	160074385
PD53373b_lo0639	9	100938980
PD53373b_lo0639	17	42543073
PD53373b_lo0640	1	89435958
PD53373b_lo0640	3	37029471
PD53373b_lo0640	6	34994860
PD53373b_lo0640	6	38661162
PD53373b_lo0640	7	11558712
PD53373b_lo0640	7	135636190
PD53373b_lo0640	10	116461521
PD53373b_lo0640	15	42477018
PD53373b_lo0640	17	2352472
PD53373b_lo0640	17	29090091
PD53373b_lo0640	17	30296572
PD53373b_lo0640	20	34472013
PD53373b_lo0640	22	22159898
PD53373b_lo0642	1	10663705
PD53373b_lo0643	4	40116353
PD53373b_lo0643	11	112108399
PD53373b_lo0643	12	14959936
PD53373b_lo0643	15	34044536
PD53373b_lo0643	16	1767887
PD53373b_lo0644	1	28341112
PD53373b_lo0644	10	109408450
PD53373b_lo0646	2	27625982
PD53373b_lo0646	2	77903654
PD53373b_lo0646	2	87324441
PD53373b_lo0646	3	49223790
PD53373b_lo0646	3	129524716
PD53373b_lo0646	6	136109183
PD53373b_lo0646	11	120273160
PD53373b_lo0646	19	13922342
PD53373b_lo0646	22	41554367
PD53373b_lo0646	hs37d5	27041121
PD53373b_lo0647	17	40010755
PD53373b_lo0648	1	112957209
PD53373b_lo0651	7	26566698
PD53373b_lo0651	10	70753809
PD53373b_lo0651	11	74060620
PD53373b_lo0651	17	28249324
PD53373b_lo0651	19	14991652
PD53373b_lo0651	19	55854147
PD53373b_lo0651	X	65129824
PD53373b_lo0652	17	60058793
PD53373b_lo0652	17	73529316
PD53373b_lo0654	3	47740024
PD53373b_lo0654	5	107648822
PD53373b_lo0654	6	109427875
PD53373b_lo0654	16	1766783
PD53373b_lo0654	19	1391364
PD53373b_lo0656	2	64765203
PD53373b_lo0657	9	37214829
PD53373b_lo0657	15	42589634
PD53373b_lo0659	1	22086448
PD53373b_lo0659	3	49118168
PD53373b_lo0659	7	41217594
PD53373b_lo0659	12	6589700
PD53373b_lo0659	15	55767674
PD53373b_lo0659	19	47378688
PD53373b_lo0666	1	44815096
PD53373b_lo0666	4	1683779
PD53373b_lo0666	17	2406592
PD53373b_lo0666	20	43602930
PD53373b_lo0667	15	72818678
PD53373b_lo0667	16	3894276
PD53373b_lo0668	6	143777570
PD53373b_lo0668	10	115636514
PD53373b_lo0668	11	59837876
PD53373b_lo0668	13	20620641
PD53373b_lo0668	19	11294015
PD53373b_lo0668	22	24706694
PD53373b_lo0669	2	149481318
PD53373b_lo0672	7	11049131
PD53373b_lo0672	7	149991080
PD53373b_lo0672	8	121776505
PD53373b_lo0672	10	47326933
PD53373b_lo0672	11	66536388
PD53373b_lo0672	15	57331748
PD53373b_lo0672	19	39878143
PD53373b_lo0672	19	50356552
PD53373b_lo0672	22	22160708
PD53374b_lo0003	6	32257043
PD53374b_lo0003	11	61833599
PD53374b_lo0004	3	49872299
PD53374b_lo0004	21	39785657
PD53374b_lo0005	12	58187741
PD53374b_lo0006	22	36208838
PD53374b_lo0009	19	10768195
PD53374b_lo0013	7	91758893
PD53374b_lo0013	13	31719506
PD53374b_lo0013	18	22567797
PD53374b_lo0013	19	49389017
PD53374b_lo0017	16	29254674
PD53374b_lo0017	17	27824938
PD53374b_lo0017	19	5953642
PD53374b_lo0017	20	3124664
PD53374b_lo0018	19	2125140
PD53374b_lo0020	20	30992355
PD53374b_lo0023	14	74600925
PD53374b_lo0026	1	43730491
PD53374b_lo0027	1	16297774
PD53374b_lo0027	1	25765539
PD53374b_lo0027	11	4055605
PD53374b_lo0027	11	76182709
PD53374b_lo0027	19	14034893
PD53374b_lo0027	20	33642580
PD53374b_lo0030	6	31951913
PD53374b_lo0030	6	31984586
PD53374b_lo0030	16	67802345
PD53374b_lo0030	17	46378964
PD53374b_lo0030	X	50411055
PD53374b_lo0031	1	22066150
PD53374b_lo0031	5	179247451
PD53374b_lo0034	19	2125105
PD53374b_lo0035	1	9718954
PD53374b_lo0035	12	62449002
PD53374b_lo0037	19	54702282
PD53374b_lo0044	11	63429810
PD53374b_lo0044	17	40288883
PD53374b_lo0045	2	241491534
PD53374b_lo0045	12	50388210
PD53374b_lo0046	2	41235029
PD53374b_lo0046	11	65199536
PD53374b_lo0047	1	21352097
PD53374b_lo0048	6	33414088
PD53374b_lo0048	17	75173784
PD53374b_lo0048	19	14943673
PD53374b_lo0050	9	125769918
PD53374b_lo0050	17	1279664
PD53374b_lo0053	12	86204697
PD53374b_lo0056	12	419222
PD53374b_lo0056	12	46836882
PD53374b_lo0056	19	1069918
PD53374b_lo0059	6	30481446
PD53374b_lo0059	14	37887224
PD53374b_lo0060	6	37859088
PD53374b_lo0062	2	86834960
PD53374b_lo0062	4	77319655
PD53374b_lo0065	11	67925233
PD53374b_lo0065	11	71654057
PD53374b_lo0065	20	34435018
PD53374b_lo0066	6	32609564
PD53374b_lo0066	6	32713442
PD53374b_lo0066	6	33047595
PD53374b_lo0066	9	103026599
PD53374b_lo0066	12	110726591
PD53374b_lo0068	4	85876619
PD53374b_lo0068	5	105916810
PD53374b_lo0068	6	34306246
PD53374b_lo0068	7	101540295
PD53374b_lo0068	8	28795235
PD53374b_lo0068	8	128850312
PD53374b_lo0068	13	72042004
PD53374b_lo0068	16	68230002
PD53374b_lo0068	21	29920575
PD53374b_lo0070	11	46678813
PD53374b_lo0072	16	29764708
PD53374b_lo0073	1	1598319
PD53374b_lo0073	10	4933420
PD53374b_lo0074	21	23236999
PD53374b_lo0075	6	32470139
PD53374b_lo0075	6	32508639
PD53374b_lo0075	21	21513202
PD53374b_lo0076	3	51608838
PD53374b_lo0078	15	62245110
PD53374b_lo0079	17	38293852
PD53374b_lo0082	1	22066251
PD53374b_lo0082	5	179247532
PD53374b_lo0083	17	44137558
PD53374b_lo0084	1	28081788
PD53374b_lo0085	2	24090854
PD53374b_lo0085	2	28359367
PD53374b_lo0085	9	140533857
PD53374b_lo0085	17	30380046
PD53374b_lo0086	10	101508040
PD53374b_lo0086	11	33157836
PD53374b_lo0086	12	52356501
PD53374b_lo0086	17	46489864
PD53374b_lo0087	14	81879456
PD53374b_lo0088	1	21465739
PD53374b_lo0089	1	44185203
PD53374b_lo0093	17	73670283
PD53374b_lo0097	1	55125523
PD53374b_lo0097	7	30341405
PD53374b_lo0097	16	57645536
PD53374b_lo0097	19	2906381
PD53374b_lo0097	19	49312916
PD53374b_lo0098	1	674707
PD53374b_lo0098	1	27790875
PD53374b_lo0098	16	90229784
PD53374b_lo0100	1	90149206
PD53374b_lo0100	17	30373224
PD53374b_lo0100	18	2935920
PD53374b_lo0101	15	64787460
PD53374b_lo0101	16	16207676
PD53374b_lo0102	3	50980894
PD53374b_lo0102	11	64143163
PD53374b_lo0102	11	65948782
PD53374b_lo0103	11	65201256
PD53374b_lo0103	11	71641736
PD53374b_lo0105	3	48974914
PD53374b_lo0105	6	45286536
PD53374b_lo0107	1	43006315
PD53374b_lo0107	20	62544292
PD53374b_lo0109	1	247951559
PD53374b_lo0109	19	16536596
PD53374b_lo0110	10	115639310
PD53374b_lo0110	15	40471862
PD53374b_lo0110	17	61711942
PD53374b_lo0110	17	78585382
PD53374b_lo0112	22	44374900
PD53374b_lo0116	17	76055462
PD53374b_lo0117	1	120676892
PD53374b_lo0117	1	145142484
PD53374b_lo0118	4	185550613
PD53374b_lo0118	6	31809681
PD53374b_lo0118	17	76032272
PD53374b_lo0118	19	57341595
PD53374b_lo0119	5	176445910
PD53374b_lo0119	11	64535705
PD53374b_lo0119	17	67476017
PD53374b_lo0120	1	8807418
PD53374b_lo0120	1	161767786
PD53374b_lo0120	9	131508701
PD53374b_lo0123	17	37691930
PD53374b_lo0123	22	38272450
PD53374b_lo0125	1	59150516
PD53374b_lo0125	12	6696246
PD53374b_lo0125	21	45085635
PD53374b_lo0126	6	32865950
PD53374b_lo0126	13	28758816
PD53374b_lo0126	19	42039632
PD53374b_lo0126	19	55745075
PD53374b_lo0127	4	143729339
PD53374b_lo0130	4	70193078
PD53374b_lo0130	19	3144436
PD53374b_lo0134	19	41236973
PD53374b_lo0136	1	1030869
PD53374b_lo0136	10	46066180
PD53374b_lo0136	15	77230259
PD53374b_lo0139	6	32850088
PD53374b_lo0139	17	38395006
PD53374b_lo0139	22	41241148
PD53374b_lo0141	1	1353959
PD53374b_lo0141	7	99630602
PD53374b_lo0142	6	35646942
PD53374b_lo0142	11	65200231
PD53374b_lo0142	15	78334387
PD53374b_lo0143	1	8833135
PD53374b_lo0144	3	43740776
PD53374b_lo0144	17	76048028
PD53374b_lo0144	19	48008212
PD53374b_lo0145	1	23370478
PD53374b_lo0145	3	49444012
PD53374b_lo0145	17	19783706
PD53374b_lo0147	6	46604068
PD53374b_lo0147	9	125044263
PD53374b_lo0148	1	150814043
PD53374b_lo0148	3	9505348
PD53374b_lo0148	10	123598961
PD53374b_lo0149	11	65957277
PD53374b_lo0150	4	135738
PD53374b_lo0153	17	42551357
PD53374b_lo0155	17	40502491
PD53374b_lo0155	17	44238853
PD53374b_lo0156	1	167594086
PD53374b_lo0156	17	42193970
PD53374b_lo0158	15	65459563
PD53374b_lo0164	3	95650064
PD53374b_lo0164	4	112899054
PD53374b_lo0164	16	16053356
PD53374b_lo0164	19	51706412
PD53374b_lo0165	1	144329602
PD53374b_lo0165	1	147920347
PD53374b_lo0165	1	149587636
PD53374b_lo0165	X	135798249
PD53374b_lo0169	6	33040351
PD53374b_lo0169	6	64402339
PD53374b_lo0169	9	77700228
PD53374b_lo0169	15	65756834
PD53374b_lo0171	5	134165204
PD53374b_lo0171	6	36501370
PD53374b_lo0171	15	74310687
PD53374b_lo0172	9	125801739
PD53374b_lo0173	3	9505364
PD53374b_lo0173	3	47097855
PD53374b_lo0173	17	40630596
PD53374b_lo0174	18	270106
PD53374b_lo0175	17	37462574
PD53374b_lo0180	8	80868254
PD53374b_lo0180	12	60056200
PD53374b_lo0180	16	69737142
PD53374b_lo0180	21	48043153
PD53374b_lo0188	3	78958728
PD53374b_lo0189	8	6299088
PD53374b_lo0190	6	8050384
PD53374b_lo0354	5	178013494
